basin,month,day,min_rain,max_rain,perc10,perc25,perc75,perc90,median_rain
Frio-Dry Frio,3,5,0.0893444334396549,5.008601853750678,0.4179970698095036,0.818217847687194,3.3247786531996564,3.832254294192269,1.9551297370886969
Frio-Dry Frio,3,6,0.0893444334396549,5.012479365159609,0.4179970698095036,0.818217847687194,3.3336684209821175,3.8802931619758594,1.9551297370886969
Frio-Dry Frio,3,7,0.11278810643637502,5.01315759384947,0.4179970698095036,0.8405446824096966,3.3336684209821175,3.912963868567439,1.9551297370886969
Frio-Dry Frio,3,8,0.11278810643637502,5.01315759384947,0.4179970698095036,0.8417351238599049,3.473221425456069,3.9319176344161093,1.9551297370886969
Frio-Dry Frio,3,9,0.11278810643637502,5.013326547830835,0.43388578723905485,0.8496077037513609,3.8060950301152108,4.070434175359775,1.9551297370886969
Frio-Dry Frio,3,10,0.24760353264971144,5.014553028279952,0.43388578723905485,0.9303757659718201,3.8652440906013936,4.172108638838119,1.9551297370886969
Frio-Dry Frio,3,11,0.294413509435198,5.111547699960147,0.6931177600560471,0.9486273138205843,3.8652440906013936,4.477071706201804,1.9551297370886969
Frio-Dry Frio,3,12,0.3528699213677784,5.1127918990960115,0.8350101338641799,1.0367089696819205,3.865269590367025,4.504062125282573,2.6357423025560225
Frio-Dry Frio,3,13,0.3528699213677784,5.1127918990960115,0.8350101338641799,1.1336786205172205,3.9454971742103595,4.511410041580172,2.6357423025560225
Frio-Dry Frio,3,14,0.3528699213677784,5.1127918990960115,0.8350101338641799,1.1344180160287571,3.946120987993945,4.511732758968158,2.6357423025560225
Frio-Dry Frio,3,15,0.3528699213677784,5.718973420367145,0.8350101338641799,1.135732374857329,3.946120987993945,4.9044399226263105,2.6357423025560225
Frio-Dry Frio,3,16,0.3528699213677784,5.740985409929976,0.8352806361441589,1.1397319543716313,4.0909874078337864,5.087611441720998,2.6357423025560225
Frio-Dry Frio,3,17,0.3528699213677784,5.740985409929976,0.8352806956360892,1.1397319543716313,4.119341509414326,5.087611441720998,2.6357423025560225
Frio-Dry Frio,3,18,0.3528699213677784,5.740985409929976,0.8500953541867314,1.2325129651557483,4.218211678362554,5.087611441720998,2.6357423025560225
Frio-Dry Frio,3,19,0.35829970794356425,5.740985409929976,0.8805862069466149,1.2325129651557483,4.220340341546087,5.146813870663653,2.6357423025560225
Frio-Dry Frio,3,20,0.8342440193184594,5.85823771341591,1.1746127012879355,1.3498896912817426,4.763680481462223,5.643465706859143,2.6357423025560225
Frio-Dry Frio,3,21,0.8408964078052795,5.8587480015878315,1.1754447325224378,1.383001114799447,5.220696511887064,5.650227624552032,2.635827815975916
Frio-Dry Frio,3,22,0.8541655019261182,5.8587480015878315,1.1754447325224378,1.4108985057534902,5.310444733646099,5.685660364279158,2.635827815975916
Frio-Dry Frio,3,23,0.8541655019261182,5.8587480015878315,1.1754447325224378,1.425242599967174,5.310444733646099,5.6886531895583365,2.635954482374822
Frio-Dry Frio,3,24,0.8541655019261182,5.8587480015878315,1.2009526696951034,1.425242599967174,5.4018982427734565,5.720777468459409,2.635954482374822
Frio-Dry Frio,3,25,0.8541655019261182,6.025006400306124,1.2009526696951034,1.425242599967174,5.432509075668237,5.7673480102030945,2.7785950363439738
Frio-Dry Frio,3,26,0.8541655019261182,6.025006400306124,1.2009526696951034,1.438408030149498,5.434473608412782,5.77288323001493,2.7785950363439738
Frio-Dry Frio,3,27,0.8541655019261182,6.025006400306124,1.2009526696951034,1.438408030149498,5.434515217430071,5.773218980635596,2.801520870055332
Frio-Dry Frio,3,28,0.8541655019261182,6.12119715974267,1.2014882966873979,1.4792903211430906,5.434515217430071,5.773218980635596,2.853233564107222
Frio-Dry Frio,3,29,0.8541655019261182,6.131224825765717,1.2014882966873979,1.5065853691602036,5.709376627033378,5.979109262200816,2.853233564107222
Frio-Dry Frio,3,30,0.8848621322151798,6.131224825765717,1.2114102979628103,1.5065853691602036,5.712244291916394,5.99580012478675,2.853233564107222
Frio-Dry Frio,3,31,0.8848621322151798,6.15261451273998,1.212883048821395,1.6821343129286626,5.738498260446656,6.104686117999997,2.853233564107222
Frio-Dry Frio,4,1,0.8848621322151798,6.168588464101209,1.2129698820264319,1.6821343129286626,5.810691313874021,6.129901070097267,3.1679991915444083
Frio-Dry Frio,4,2,0.8848621322151798,7.638398311572139,1.2209180372493087,1.6822692089351996,5.817163238659912,6.147188336416632,3.1774716862029546
Frio-Dry Frio,4,3,0.8848621322151798,7.868034516375625,1.2209180372493087,1.6872783608323392,5.886132116055693,6.20096587309383,3.1800582559034463
Frio-Dry Frio,4,4,0.8848621322151798,7.868034516375625,1.281006612239818,1.8109040716321823,6.101016983346563,6.246923650938894,3.511008431309258
Frio-Dry Frio,4,5,0.8857509785134022,7.868034516375625,1.2865315903321375,1.754807202743212,6.0760381747045,6.9482864692697,3.1800582559034463
Frio-Dry Frio,4,6,0.8857509785134022,9.245925712472564,1.2865315903321375,1.7548253870320831,6.0760381747045,6.9482864692697,3.1800582559034463
Frio-Dry Frio,4,7,0.8857509785134022,9.250874130264586,1.2865315903321375,1.8650723515454282,6.078731749441046,6.948576346923326,3.1800582559034463
Frio-Dry Frio,4,8,0.8857509785134022,9.250874130264586,1.2901856436640873,2.161476421835557,6.125101592483448,7.013946012830738,3.1800582559034463
Frio-Dry Frio,4,9,0.8857509785134022,9.251244323841133,1.2901856436640873,2.161476421835557,6.126739004182358,7.0140853172631665,3.1800582559034463
Frio-Dry Frio,4,10,0.8857509785134022,9.251244323841133,1.303569299030203,2.161512232599301,6.130292258836441,7.02298049616669,3.1800582559034463
Frio-Dry Frio,4,11,0.9879238223226079,10.25155305632589,1.3973917961036815,2.161512232599301,6.195435592211476,7.024099343265883,3.1800582559034463
Frio-Dry Frio,4,12,0.9879238223226079,10.382861985953065,1.3973917961036815,2.161512232599301,6.292991685309735,7.301102222590617,3.4882304560804798
Frio-Dry Frio,4,13,1.0000158921054356,10.382861985953065,1.3973917961036815,2.175654124324371,6.508655063290405,7.467887732982734,3.4911650717191764
Frio-Dry Frio,4,14,1.0000158921054356,10.382861985953065,1.3973917961036815,2.2848301764151113,6.595765499000091,7.467887732982734,3.674281146809941
Frio-Dry Frio,4,15,1.0000158921054356,10.382861985953065,1.411064123323056,2.2848301764151113,6.675077272396695,7.467887732982734,3.6892856061216293
Frio-Dry Frio,4,16,1.0000158921054356,10.382861985953065,1.411064123323056,2.2848301764151113,6.780532199013102,8.136139639448654,3.853669914485263
Frio-Dry Frio,4,17,1.02910170426529,10.382861985953065,1.411064123323056,2.2848301764151113,6.860340144029826,8.502056633197853,3.853701872451121
